user_id,work_id,title,body,visibility,created_at,updated_at
6,9632974853480550422,Not my favorite,I learned a lot from this book.,public,2024-02-25 07:36:58,2024-03-19 13:18:56
620,2246557139152382592,Solid read,Fantastic world-building and tension.,public,2024-04-14 15:52:00,2024-04-29 20:20:49
949,5014783101228845432,Loved it,Would recommend to friends.,private,2024-05-05 11:38:57,2024-05-29 15:12:31
742,17311711162765114486,Couldn’t put it down,Ending surprised me—in a good way.,public,2024-05-04 12:20:24,2024-05-16 17:41:40
772,8463180081468602927,Great characters,Ending surprised me—in a good way.,public,2024-03-21 23:18:41,2024-03-29 04:28:37
174,15886298114327492623,Classic,Exceeded expectations.,public,2025-05-24 22:33:57,2025-06-11 23:08:28
129,6750085841212624286,Overhyped,Fantastic world-building and tension.,public,2025-09-30 00:13:35,2025-10-06 18:16:46
630,11876983049279901522,Solid read,Plot dragged in the middle.,public,2023-08-24 09:11:06,2023-09-02 11:16:50
1286,18073008415315056267,Not my favorite,Exceeded expectations.,private,2025-09-03 20:32:20,2025-09-08 08:37:42
396,14912190540477347806,"Slow start, strong finish",Plot dragged in the middle.,public,2023-03-10 10:11:58,2023-04-02 13:38:08
156,2166654901014665805,Not my favorite,I learned a lot from this book.,private,2024-03-17 17:40:52,2024-03-26 14:02:55
251,10301204780425465165,Classic,Plot dragged in the middle.,public,2024-05-22 04:28:48,2024-05-25 18:24:04
561,8808117672949351319,Overhyped,Well-paced and engaging.,public,2025-03-19 14:50:33,2025-03-20 01:35:58
366,3852606408898001567,Couldn’t put it down,Dialogue shines throughout.,public,2024-05-04 23:06:54,2024-06-03 21:00:07
1179,328662418007382657,Overhyped,Needed tighter editing.,public,2023-11-21 21:31:50,2023-12-10 13:18:13
1119,14733649332315728991,Mixed feelings,Plot dragged in the middle.,private,2024-09-20 15:00:16,2024-10-07 15:43:25
825,9089161713134409042,Mixed feelings,Would recommend to friends.,public,2024-06-06 06:21:12,2024-06-12 11:11:11
134,14258410600159081076,Solid read,Fantastic world-building and tension.,public,2024-06-09 14:15:10,2024-06-13 18:44:56
199,6192994595882313050,Loved it,Well-paced and engaging.,public,2023-12-07 19:48:26,2023-12-18 17:22:35
130,2749651366194467655,Couldn’t put it down,Would recommend to friends.,public,2024-01-22 20:06:25,2024-02-17 00:00:31
922,4337268695999555976,Page-turner,Fantastic world-building and tension.,public,2024-07-07 14:04:10,2024-07-10 05:55:26
1474,18364333944379757476,"Slow start, strong finish",Exceeded expectations.,private,2025-08-15 12:48:35,2025-08-29 14:10:36
281,8739479996278694147,Loved it,Dialogue shines throughout.,public,2023-08-01 11:47:11,2023-08-31 05:35:47
751,6582308012736181849,Page-turner,I learned a lot from this book.,private,2025-09-08 12:17:02,2025-09-28 11:25:15
843,5280202796648364904,Great characters,Fantastic world-building and tension.,private,2023-06-23 17:42:07,2023-07-07 15:44:17
662,1881837385314198304,Page-turner,Needed tighter editing.,public,2024-10-03 07:28:11,2024-10-15 18:38:02
1391,5400757920238207693,Mixed feelings,Needed tighter editing.,private,2023-06-07 20:47:39,2023-06-14 08:17:59
144,3765932486140979875,Classic,Exceeded expectations.,public,2024-01-21 12:41:43,2024-02-10 03:54:41
158,1223693384976440626,Solid read,Plot dragged in the middle.,public,2025-03-08 16:00:11,2025-03-31 16:19:20
518,8329185261463878431,Overhyped,Exceeded expectations.,public,2024-03-14 16:27:01,2024-04-01 20:15:38
593,651648044132421688,Overhyped,Well-paced and engaging.,public,2023-11-05 10:36:02,2023-11-21 02:59:24
490,15335218210548935784,Overhyped,Needed tighter editing.,public,2024-11-17 07:09:46,2024-11-25 04:24:52
1393,4506906870115972011,Overhyped,Well-paced and engaging.,public,2024-04-19 01:40:02,2024-05-04 05:18:48
1290,13117438950377751533,Classic,Characters felt real and memorable.,public,2023-12-16 02:30:12,2024-01-05 01:22:30
1082,8707390080687339405,"Slow start, strong finish",I learned a lot from this book.,public,2025-01-13 09:34:49,2025-01-24 00:47:28
1309,9103266327803511987,Not my favorite,Plot dragged in the middle.,public,2024-02-06 16:29:32,2024-03-05 08:20:35
175,17214550835865924509,Not my favorite,Exceeded expectations.,public,2025-09-23 06:13:00,2025-10-07 22:07:33
1070,6066101451918291743,Great characters,Exceeded expectations.,public,2023-09-03 13:04:55,2023-09-29 09:14:46
114,2282976766686538584,Great characters,Plot dragged in the middle.,public,2023-10-09 18:13:24,2023-11-03 19:49:54
1489,13323758643758924288,Mixed feelings,Plot dragged in the middle.,public,2024-05-24 01:13:21,2024-06-13 23:17:16
275,4276784652343386872,"Slow start, strong finish",Characters felt real and memorable.,public,2023-03-29 08:28:03,2023-04-14 03:52:39
395,13365144807951655355,Overhyped,Would recommend to friends.,public,2023-07-23 03:47:36,2023-08-05 04:45:52
958,1584818712544699646,Not my favorite,Fantastic world-building and tension.,public,2025-10-28 15:11:38,2025-11-19 04:16:25
1013,2084301048535429749,Couldn’t put it down,Ending surprised me—in a good way.,public,2023-10-22 08:57:55,2023-11-01 06:45:17
960,12614949701600808926,Classic,Needed tighter editing.,private,2023-08-19 13:31:09,2023-08-23 14:23:32
567,4480140175315649027,Overhyped,Fantastic world-building and tension.,public,2024-05-04 02:39:19,2024-05-29 18:58:24
96,4382827160419569056,Couldn’t put it down,Well-paced and engaging.,public,2025-03-04 22:48:28,2025-03-12 10:27:43
963,8632064333675501155,Great characters,Fantastic world-building and tension.,private,2023-12-16 14:43:05,2024-01-11 15:10:11
314,7626460467227884167,Page-turner,Plot dragged in the middle.,public,2024-07-26 01:54:38,2024-07-31 14:35:45
921,7472925610395988113,Not my favorite,Plot dragged in the middle.,public,2024-07-02 13:06:17,2024-07-11 02:55:12
316,5611876832284123421,Loved it,Needed tighter editing.,public,2024-07-17 19:46:37,2024-07-30 10:49:50
632,454132800814868653,Loved it,Needed tighter editing.,public,2023-03-04 02:47:53,2023-03-08 18:44:52
834,6929938190389371,Overhyped,Fantastic world-building and tension.,private,2024-11-29 16:41:42,2024-12-04 15:50:40
350,15466149291908161421,Solid read,Plot dragged in the middle.,public,2025-09-05 07:50:30,2025-09-16 07:30:46
1032,1185814993667610408,Couldn’t put it down,Needed tighter editing.,public,2025-05-30 13:49:08,2025-06-12 00:35:16
44,10392032933607830173,Solid read,Plot dragged in the middle.,public,2023-04-08 11:45:14,2023-05-02 11:44:29
281,15287093891187303288,Not my favorite,Characters felt real and memorable.,private,2024-05-02 16:19:04,2024-05-24 10:15:04
1172,14943209385694917602,Page-turner,Dialogue shines throughout.,private,2024-11-30 15:29:11,2024-12-20 20:17:49
186,11511954249205512363,Page-turner,Ending surprised me—in a good way.,public,2024-12-28 06:37:54,2025-01-08 06:41:05
967,11250692601927145584,Great characters,Dialogue shines throughout.,private,2024-08-28 22:06:33,2024-09-04 22:45:18
736,13391643971092569580,Couldn’t put it down,Plot dragged in the middle.,public,2024-01-19 03:49:19,2024-02-01 20:27:48
730,7604561735334323660,Mixed feelings,Well-paced and engaging.,private,2023-12-25 08:32:44,2024-01-13 22:52:25
1263,7996136512143571067,Not my favorite,Characters felt real and memorable.,public,2023-02-26 01:13:31,2023-03-18 02:02:37
770,10319776654804932515,Classic,Would recommend to friends.,public,2023-03-06 11:32:15,2023-03-10 18:32:31
626,3983137397235752349,Couldn’t put it down,Exceeded expectations.,public,2024-11-28 18:21:01,2024-12-17 22:19:39
1021,9590699868277671362,"Slow start, strong finish",Characters felt real and memorable.,public,2024-10-23 07:35:45,2024-11-02 19:38:11
1048,15516548869604843486,Great characters,Needed tighter editing.,public,2023-01-16 10:25:14,2023-02-09 11:50:14
951,6929938190389371,Solid read,Would recommend to friends.,public,2023-08-09 05:00:59,2023-09-01 07:11:03
885,14365889833961313851,Page-turner,Well-paced and engaging.,private,2024-11-21 18:59:43,2024-11-22 01:17:11
1044,15414965814908680779,Great characters,Needed tighter editing.,public,2024-09-30 03:02:53,2024-10-13 23:03:58
596,6146952025478678766,Couldn’t put it down,I learned a lot from this book.,private,2025-07-05 06:02:45,2025-07-09 00:50:17
333,15358060056576117418,Page-turner,Characters felt real and memorable.,public,2025-01-17 12:19:58,2025-02-14 05:38:16
1016,17500521685564166203,Page-turner,Plot dragged in the middle.,public,2024-01-30 21:05:12,2024-02-05 08:22:37
89,8903147510692725473,Not my favorite,Well-paced and engaging.,public,2024-08-13 12:29:51,2024-08-25 09:50:11
197,16915125323926947358,Classic,I learned a lot from this book.,public,2025-04-18 13:03:58,2025-04-25 10:19:06
74,9046592719501206499,Not my favorite,Characters felt real and memorable.,public,2025-04-10 16:45:35,2025-04-27 13:39:24
195,1415748800525324790,Solid read,Dialogue shines throughout.,public,2023-04-17 12:06:15,2023-04-24 12:43:01
426,16827201072105115376,Mixed feelings,Would recommend to friends.,public,2023-11-04 18:05:56,2023-12-01 12:38:25
409,4513808106699835559,Great characters,Plot dragged in the middle.,public,2023-06-08 11:41:45,2023-06-21 00:02:16
886,9532891439620439575,Mixed feelings,Characters felt real and memorable.,public,2024-07-23 14:37:00,2024-08-16 04:08:52
352,10561010115242468859,Page-turner,Dialogue shines throughout.,public,2023-07-10 11:29:36,2023-08-08 19:54:16
1416,12119268121438770662,Not my favorite,Well-paced and engaging.,private,2023-01-17 05:13:17,2023-02-15 00:54:09
204,13446522895888490538,Classic,Exceeded expectations.,public,2024-06-14 02:15:24,2024-07-07 10:10:48
1487,16926446250003283226,Classic,Dialogue shines throughout.,public,2023-02-19 01:07:51,2023-03-20 14:03:10
507,3016673952588506520,Great characters,I learned a lot from this book.,public,2025-05-28 09:05:35,2025-05-31 21:14:49
1156,1908528511074562377,Page-turner,Characters felt real and memorable.,public,2023-07-30 17:29:25,2023-08-05 02:39:41
39,2398334160028559979,Page-turner,Characters felt real and memorable.,public,2023-11-03 23:09:54,2023-11-05 10:43:56
106,2266418579926102026,Page-turner,Dialogue shines throughout.,public,2023-01-18 10:32:14,2023-02-01 08:30:24
867,13909242299230818549,Loved it,Characters felt real and memorable.,private,2024-05-12 07:48:43,2024-05-31 07:01:05
862,4746777334868417390,Classic,Would recommend to friends.,public,2023-02-10 08:05:07,2023-03-06 13:19:16
1270,11543740498746754731,Not my favorite,Plot dragged in the middle.,public,2024-01-21 19:27:03,2024-02-06 22:01:42
1403,10675704040724276209,Not my favorite,Well-paced and engaging.,public,2025-01-25 22:30:48,2025-02-10 22:12:35
153,5373600815355489353,"Slow start, strong finish",Characters felt real and memorable.,public,2025-01-27 17:04:23,2025-02-22 16:33:02
922,328662418007382657,"Slow start, strong finish",Would recommend to friends.,private,2024-11-09 09:19:28,2024-11-17 00:32:34
524,163321970111053751,Page-turner,I learned a lot from this book.,public,2024-03-31 09:10:00,2024-04-23 04:29:12
531,10488341269322421681,Solid read,Well-paced and engaging.,private,2024-06-28 20:50:05,2024-07-16 09:35:38
55,7079342439975928665,Overhyped,Exceeded expectations.,public,2023-12-25 03:28:58,2024-01-14 15:50:37
333,1019422650167467430,Loved it,Fantastic world-building and tension.,public,2025-01-30 08:59:04,2025-02-06 04:46:09
529,8805090622407672017,Solid read,Characters felt real and memorable.,public,2024-03-23 08:58:17,2024-04-20 23:44:41
406,1428134824513575270,"Slow start, strong finish",Dialogue shines throughout.,public,2023-10-04 10:50:47,2023-10-20 04:13:48
304,2829197640960656545,Classic,Dialogue shines throughout.,public,2025-03-16 10:05:10,2025-03-26 12:44:44
786,4940366324834106481,Loved it,Needed tighter editing.,public,2023-03-02 16:08:23,2023-03-26 20:01:41
237,15138225126054265186,Great characters,Needed tighter editing.,public,2023-04-12 00:26:00,2023-05-04 10:31:10
1027,13732165090586173701,Overhyped,Well-paced and engaging.,private,2024-11-17 00:35:14,2024-12-13 14:55:35
807,10226724253844035916,Mixed feelings,Needed tighter editing.,public,2024-12-10 15:06:19,2024-12-13 04:03:32
1378,8555552173532441101,"Slow start, strong finish",Characters felt real and memorable.,public,2024-10-17 07:08:39,2024-11-02 15:04:17
55,14761612364985128563,Great characters,Characters felt real and memorable.,public,2024-03-28 14:06:06,2024-04-15 04:39:12
367,4020942571103553055,Not my favorite,Characters felt real and memorable.,public,2025-09-29 16:50:41,2025-10-25 19:06:24
704,863739820727892623,Couldn’t put it down,Fantastic world-building and tension.,public,2024-11-08 17:27:40,2024-12-06 17:27:52
165,9895273095119609430,Couldn’t put it down,Fantastic world-building and tension.,public,2023-02-17 14:11:07,2023-03-02 08:42:41
467,16432303019104131792,Solid read,Well-paced and engaging.,public,2025-03-12 20:43:45,2025-03-24 03:34:09
216,5914790580515598051,Mixed feelings,I learned a lot from this book.,public,2024-02-11 00:46:17,2024-03-04 02:54:33
871,13295498144469556034,Loved it,Would recommend to friends.,public,2025-08-09 12:17:56,2025-08-23 06:28:43
1304,17983613265254305901,Overhyped,Would recommend to friends.,public,2024-12-10 13:24:19,2024-12-21 03:14:25
1460,17790536323466864400,Classic,Ending surprised me—in a good way.,public,2024-11-22 08:47:34,2024-12-11 00:26:53
1447,7875216368813458202,Solid read,I learned a lot from this book.,public,2024-03-07 06:09:08,2024-03-08 12:41:53
116,9791649719408345734,Mixed feelings,Plot dragged in the middle.,public,2025-08-13 23:31:56,2025-09-08 20:37:07
233,10192574581934466344,Great characters,Needed tighter editing.,private,2023-10-14 00:27:45,2023-11-10 18:25:53
834,1846031314674646609,Great characters,Well-paced and engaging.,public,2024-07-05 14:38:35,2024-08-02 06:53:19
87,8432775851216744715,Solid read,Dialogue shines throughout.,public,2023-02-21 17:38:44,2023-02-22 23:53:16
678,6239498866294919542,Couldn’t put it down,Characters felt real and memorable.,public,2024-03-14 15:35:00,2024-03-23 18:03:46
1482,10089126342289047391,Mixed feelings,Needed tighter editing.,public,2023-12-18 08:38:19,2024-01-13 07:27:35
80,11381104449530757713,Solid read,Dialogue shines throughout.,public,2023-09-22 21:22:15,2023-09-26 19:58:03
931,6911195300171072814,Overhyped,Dialogue shines throughout.,public,2024-08-12 07:58:53,2024-08-30 09:31:33
145,16748929637076962382,"Slow start, strong finish",Dialogue shines throughout.,public,2024-10-22 20:37:11,2024-11-16 04:43:53
344,556421680720302677,Not my favorite,Exceeded expectations.,public,2023-03-01 21:29:57,2023-03-04 15:14:53
586,154101397666236430,Loved it,Would recommend to friends.,public,2025-08-28 15:38:14,2025-09-13 09:19:58
526,12528210886479635349,Great characters,Plot dragged in the middle.,public,2023-09-17 08:36:17,2023-09-22 19:43:03
128,2984773028103356103,Page-turner,I learned a lot from this book.,private,2024-09-03 13:31:30,2024-09-09 11:21:55
1292,12047905855563773806,Couldn’t put it down,Well-paced and engaging.,public,2023-06-01 17:24:52,2023-06-22 07:52:37
1250,1586961741566013229,Solid read,Fantastic world-building and tension.,public,2025-03-21 15:13:46,2025-04-10 20:47:57
1294,1561208994367425874,Loved it,Dialogue shines throughout.,public,2023-05-24 08:38:51,2023-06-22 02:16:47
913,1802726506162453392,Not my favorite,Plot dragged in the middle.,public,2025-09-13 13:01:03,2025-10-08 16:25:52
1081,17434147708568423968,Not my favorite,Would recommend to friends.,public,2025-01-28 17:41:02,2025-02-10 06:10:37
1323,13068074380382019095,Classic,Well-paced and engaging.,public,2023-01-26 13:32:34,2023-02-06 02:08:20
692,9184425289762828995,Great characters,Well-paced and engaging.,private,2023-06-21 19:22:39,2023-07-13 06:22:04
1283,804702166474573313,Solid read,Would recommend to friends.,public,2025-06-20 19:08:20,2025-07-10 06:43:37
151,5076431484838279328,Great characters,Well-paced and engaging.,private,2023-04-25 14:00:11,2023-05-18 18:23:27
1053,5723257566961681960,Page-turner,Well-paced and engaging.,public,2023-07-27 02:16:52,2023-08-14 08:41:48
46,129081464353765011,Mixed feelings,Ending surprised me—in a good way.,public,2024-09-24 14:18:27,2024-10-16 04:41:13
425,8744540342031016339,Not my favorite,Needed tighter editing.,public,2024-02-26 23:17:18,2024-03-19 02:40:09
827,14850943849499376228,Page-turner,Fantastic world-building and tension.,public,2024-04-08 06:56:38,2024-05-08 05:55:38
117,3005631396993660405,Couldn’t put it down,Plot dragged in the middle.,public,2023-07-04 21:30:02,2023-07-30 09:44:08
1052,6843128799303549991,Great characters,Characters felt real and memorable.,public,2024-01-28 01:40:50,2024-02-21 16:53:17
406,6196068279130647121,Page-turner,Well-paced and engaging.,public,2023-06-22 18:35:09,2023-07-01 08:48:47
1103,9886622800810576824,Loved it,Needed tighter editing.,public,2024-11-17 07:52:17,2024-11-29 22:13:24
718,10257419481022248569,Mixed feelings,Well-paced and engaging.,public,2025-07-22 01:30:44,2025-07-30 21:07:38
1374,17153738201066467779,Mixed feelings,Exceeded expectations.,public,2024-07-15 02:08:30,2024-08-01 08:16:45
548,14751412413471233609,Mixed feelings,Fantastic world-building and tension.,private,2024-11-16 11:44:37,2024-11-24 00:47:35
1214,5519520874598949914,Overhyped,Dialogue shines throughout.,public,2024-07-09 03:06:09,2024-08-07 17:34:45
745,11084485904771462050,Great characters,Would recommend to friends.,private,2025-05-27 20:46:24,2025-06-20 21:42:13
465,6972227186812896190,"Slow start, strong finish",Would recommend to friends.,private,2024-10-20 10:41:33,2024-11-17 05:55:17
1436,2856715121158725979,Classic,Fantastic world-building and tension.,public,2025-01-10 08:04:51,2025-02-04 01:19:30
931,10367572721225490813,Solid read,Characters felt real and memorable.,public,2024-10-26 22:56:13,2024-11-02 21:28:47
701,9989460378903638053,Couldn’t put it down,Plot dragged in the middle.,public,2025-07-28 00:19:57,2025-07-28 11:44:54
1079,4076318659577901502,"Slow start, strong finish",Plot dragged in the middle.,public,2023-01-06 11:01:50,2023-01-19 14:34:25
793,9989326157396402792,Classic,Characters felt real and memorable.,public,2024-02-09 16:13:31,2024-03-07 13:12:18
1057,13660020614505752826,"Slow start, strong finish",Well-paced and engaging.,public,2023-12-04 13:37:53,2023-12-30 22:28:59
63,14520642099062555397,Page-turner,Exceeded expectations.,public,2024-01-29 08:17:12,2024-02-21 16:23:41
629,2699958505058542984,Page-turner,Well-paced and engaging.,public,2024-08-20 03:05:36,2024-09-05 06:52:23
89,11336544868312410410,Solid read,Would recommend to friends.,public,2024-02-01 04:58:36,2024-02-17 03:55:47
897,7663253943858430737,Not my favorite,Dialogue shines throughout.,private,2024-01-26 14:01:04,2024-01-30 10:58:07
155,17368566740801993530,Page-turner,Characters felt real and memorable.,private,2025-07-01 08:12:50,2025-07-19 07:58:33
751,14667808569976380876,Page-turner,Ending surprised me—in a good way.,public,2025-05-23 14:34:49,2025-05-24 17:08:34
64,5063709486917813206,Loved it,Needed tighter editing.,public,2025-02-03 18:19:49,2025-02-24 12:31:09
1401,2983145349333295366,Loved it,Well-paced and engaging.,public,2024-10-08 20:11:08,2024-10-28 12:53:35
1224,10247931804111524447,Mixed feelings,Dialogue shines throughout.,public,2024-06-27 04:15:57,2024-07-14 19:08:56
250,12317804667145734552,Overhyped,Needed tighter editing.,public,2024-06-18 20:29:42,2024-07-10 03:09:51
1467,4330155238583792453,Great characters,Fantastic world-building and tension.,public,2025-06-03 09:52:09,2025-06-16 13:49:46
1457,15632626040299840418,Great characters,Dialogue shines throughout.,public,2024-10-08 04:13:31,2024-10-27 11:28:40
90,3218555173280044112,Couldn’t put it down,Characters felt real and memorable.,public,2024-07-11 12:02:19,2024-07-23 03:22:03
1189,5935357502678894652,Loved it,Well-paced and engaging.,private,2023-11-11 16:58:16,2023-11-27 14:09:09
744,5933168490608283910,Couldn’t put it down,Exceeded expectations.,private,2024-03-09 17:05:20,2024-04-01 00:42:33
1115,7399606418065257251,Classic,Needed tighter editing.,public,2024-07-30 10:55:27,2024-08-24 04:51:29
568,10610423268535701904,Solid read,I learned a lot from this book.,public,2025-03-08 19:35:42,2025-03-12 02:45:51
380,16920847802260213670,Classic,Characters felt real and memorable.,public,2023-03-08 09:30:32,2023-04-03 16:53:47
1157,1195534065201715996,Page-turner,Dialogue shines throughout.,public,2024-01-16 19:14:42,2024-01-25 20:27:52
220,9862862708906693606,"Slow start, strong finish",Plot dragged in the middle.,private,2025-08-31 09:26:03,2025-09-03 18:56:03
1420,5365816412745395693,Loved it,Dialogue shines throughout.,public,2025-05-22 02:13:25,2025-06-09 03:34:20
1227,8766141860210526780,Overhyped,Dialogue shines throughout.,public,2023-08-15 12:29:35,2023-08-30 15:00:37
534,11283960244376810198,Mixed feelings,Needed tighter editing.,public,2025-10-02 13:46:33,2025-10-22 11:51:43
330,11503844178997918830,"Slow start, strong finish",Ending surprised me—in a good way.,public,2023-02-07 23:37:44,2023-02-08 12:47:02
619,10231872048705430116,Not my favorite,Needed tighter editing.,public,2024-07-21 06:23:23,2024-08-06 07:33:41
51,8193369375299498785,"Slow start, strong finish",Characters felt real and memorable.,public,2024-02-26 00:54:19,2024-03-13 03:59:03
1009,1541128718552871098,"Slow start, strong finish",Would recommend to friends.,public,2024-09-05 03:22:50,2024-09-13 14:10:07
721,1454056690707271959,Page-turner,Dialogue shines throughout.,public,2024-08-28 10:07:51,2024-09-24 04:09:54
1237,11040567028469557958,"Slow start, strong finish",Dialogue shines throughout.,public,2024-03-20 14:16:07,2024-04-08 10:13:27
243,17793134675934906536,"Slow start, strong finish",Exceeded expectations.,public,2024-05-12 01:37:48,2024-05-28 07:09:13
788,11974433039371720914,Page-turner,Exceeded expectations.,public,2025-05-10 01:19:45,2025-06-01 09:17:03
246,6468665687496609406,Couldn’t put it down,Would recommend to friends.,public,2025-08-21 03:52:24,2025-09-09 10:42:52
305,10976303883089236273,"Slow start, strong finish",Needed tighter editing.,public,2023-05-06 11:59:18,2023-05-10 00:52:46
1482,16492202245069220183,Great characters,Characters felt real and memorable.,public,2024-12-23 01:51:05,2025-01-21 23:09:14
250,8064247415992095614,Loved it,Ending surprised me—in a good way.,public,2024-06-04 15:51:41,2024-07-01 12:34:21
1146,14408786272204586395,"Slow start, strong finish",Characters felt real and memorable.,public,2024-06-26 12:05:46,2024-06-29 10:32:05
1198,1633647778154912332,Solid read,Characters felt real and memorable.,private,2023-02-15 13:08:19,2023-03-10 01:44:19
1374,6111255140766606765,"Slow start, strong finish",Needed tighter editing.,public,2025-04-22 05:50:36,2025-05-19 07:48:25
26,4980774052444726293,Great characters,Plot dragged in the middle.,public,2025-02-13 15:59:44,2025-02-24 00:45:44
738,6433936194655626887,Great characters,Exceeded expectations.,public,2023-07-04 05:35:20,2023-07-31 00:19:20
428,18047952557093347737,Solid read,Well-paced and engaging.,private,2023-08-30 22:16:24,2023-09-18 17:44:14
555,16876071977114098817,Mixed feelings,Plot dragged in the middle.,private,2025-01-18 22:38:44,2025-02-15 16:53:29
1241,15362132011453319995,Page-turner,Dialogue shines throughout.,public,2024-03-31 13:59:02,2024-04-09 20:00:19
1382,13936620280159873715,"Slow start, strong finish",Needed tighter editing.,public,2024-04-15 04:15:25,2024-05-09 03:24:09
743,4933831058702174424,"Slow start, strong finish",Characters felt real and memorable.,public,2024-04-12 19:33:41,2024-05-08 15:30:55
512,3807297713230565437,Page-turner,Dialogue shines throughout.,public,2025-07-08 09:13:38,2025-08-03 15:40:48
1325,10201286063677857197,Classic,Plot dragged in the middle.,public,2023-10-06 09:03:27,2023-10-16 22:09:01
1197,16411585885861465345,Solid read,Exceeded expectations.,public,2023-02-06 07:15:06,2023-02-22 18:42:55
966,9474375214770274756,Great characters,Dialogue shines throughout.,public,2025-10-03 22:01:35,2025-10-08 01:59:06
348,1605698946608569715,Loved it,Well-paced and engaging.,public,2025-04-12 13:05:40,2025-05-10 10:04:04
828,14000432703090011014,Not my favorite,Needed tighter editing.,public,2024-12-11 04:09:51,2025-01-07 18:57:57
1215,3407534845264384850,Not my favorite,Plot dragged in the middle.,public,2025-02-04 07:56:05,2025-02-08 14:41:29
811,12485224713461079877,Mixed feelings,Fantastic world-building and tension.,public,2024-05-19 11:17:42,2024-05-31 16:02:13
236,12375011341608838633,Page-turner,Exceeded expectations.,public,2024-10-17 07:43:44,2024-10-26 22:11:50
1455,6847915768324373487,Overhyped,Characters felt real and memorable.,public,2023-09-23 15:17:29,2023-10-10 03:50:53
636,12487944234696615963,Solid read,Characters felt real and memorable.,private,2024-02-26 18:16:20,2024-03-20 16:23:51
1374,18161381128138330377,Loved it,Exceeded expectations.,public,2023-05-11 11:08:58,2023-05-14 04:08:16
952,12660317350948174090,Not my favorite,I learned a lot from this book.,public,2024-10-30 23:42:42,2024-11-23 21:19:00
315,17049986947764653184,Overhyped,Needed tighter editing.,public,2025-03-30 19:53:12,2025-04-27 13:16:32
1403,15986065358853198896,Solid read,Plot dragged in the middle.,public,2024-01-21 16:38:28,2024-02-14 23:10:22
1096,12111888465871834081,Not my favorite,Dialogue shines throughout.,public,2023-01-02 13:20:50,2023-01-16 19:09:55
816,2952956762034292978,Great characters,I learned a lot from this book.,public,2025-07-03 22:17:22,2025-07-05 03:25:17
765,3873749122254422941,Not my favorite,Characters felt real and memorable.,public,2023-05-03 04:13:06,2023-05-09 21:58:07
689,14048497767732202404,Not my favorite,Fantastic world-building and tension.,private,2024-06-03 00:03:21,2024-06-29 11:43:26
227,10419098020465797413,"Slow start, strong finish",Would recommend to friends.,public,2023-01-13 12:33:36,2023-01-27 22:54:18
1024,6774930943183605248,Not my favorite,I learned a lot from this book.,public,2025-02-06 07:55:35,2025-02-10 09:37:12
17,12452396951607264796,Page-turner,Well-paced and engaging.,public,2024-09-16 15:18:00,2024-10-01 16:59:25
1439,12220482651670126098,"Slow start, strong finish",Plot dragged in the middle.,public,2023-03-06 08:15:36,2023-03-06 21:45:25
246,16119669406830241099,"Slow start, strong finish",Dialogue shines throughout.,public,2025-07-11 07:11:33,2025-07-12 20:25:49
946,14925235550382844552,Overhyped,Needed tighter editing.,public,2025-01-03 19:09:20,2025-01-10 09:44:33
561,4838779932589537257,Not my favorite,Well-paced and engaging.,public,2023-12-24 21:56:33,2023-12-31 04:26:28
849,9785598922471969210,Great characters,Characters felt real and memorable.,public,2023-07-14 12:11:30,2023-07-20 09:08:31
868,18364333944379757476,Solid read,Well-paced and engaging.,public,2023-10-07 13:38:35,2023-11-05 03:04:26
265,16545482585406429266,Not my favorite,Plot dragged in the middle.,private,2024-11-05 04:35:49,2024-11-27 09:12:44
1193,6896102196062391784,Overhyped,Plot dragged in the middle.,private,2025-03-12 06:39:39,2025-03-23 04:36:07
289,17845101503639056826,Page-turner,I learned a lot from this book.,private,2023-12-26 16:38:26,2024-01-14 19:10:30
113,11910855794607489110,Classic,Needed tighter editing.,public,2024-03-20 09:07:10,2024-04-10 00:55:02
495,8657312680149957835,Not my favorite,Well-paced and engaging.,private,2024-07-03 18:52:31,2024-07-22 13:14:41
1305,13187721344702951016,"Slow start, strong finish",Fantastic world-building and tension.,public,2023-01-06 11:11:37,2023-01-18 03:19:28
1017,5413393464318650263,Solid read,Characters felt real and memorable.,public,2025-10-16 01:11:55,2025-10-17 05:38:29
618,15078487536338997550,Couldn’t put it down,Well-paced and engaging.,public,2024-04-08 16:29:21,2024-05-06 10:00:17
78,963157741463001236,Loved it,Characters felt real and memorable.,public,2024-09-09 03:01:22,2024-09-13 02:34:39
1183,5614435417565097376,"Slow start, strong finish",Characters felt real and memorable.,public,2025-01-08 12:11:13,2025-02-02 19:11:03
735,8994868812869555284,Not my favorite,Exceeded expectations.,public,2023-12-05 08:39:18,2023-12-17 04:01:11
797,13170797243694076334,Great characters,Well-paced and engaging.,public,2024-03-11 09:51:44,2024-04-05 22:51:16
389,6334164863889994233,Loved it,Well-paced and engaging.,public,2024-05-25 16:29:00,2024-05-26 23:32:49
914,15706493160679823449,Great characters,I learned a lot from this book.,public,2025-08-01 04:44:49,2025-08-06 21:27:14
873,15144782241231183129,Overhyped,Ending surprised me—in a good way.,public,2023-03-23 18:11:11,2023-04-21 03:13:41
720,10622848132488676255,Loved it,Dialogue shines throughout.,private,2023-09-19 14:45:05,2023-09-27 22:24:18
484,4047601660033482359,Great characters,Would recommend to friends.,public,2024-09-26 22:41:45,2024-10-01 00:24:17
